HCM2,CONTROL,LOCALE,CCBASIC,CCUGPROF,CCSIZSET,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,ADM_RATE_ALL,SATVR25,SATVR75,SAT_AVG_ALL,DISTANCEONLY,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,INEXPFTE,AVGFACSAL,PFTFAC,C150_4,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,C150_4_AIAN,C150_4_NRA,PCTFLOAN,UG25abv,LO_INC_COMP_ORIG_YR6_RT,MD_INC_COMP_ORIG_YR6_RT,HI_INC_COMP_ORIG_YR6_RT,FIRSTGEN_COMP_ORIG_YR6_RT,PAR_ED_PCT_1STGEN,DEBT_MDN,mn_earn_wne_p8,pct25_earn_wne_p8,pct75_earn_wne_p8,pct90_earn_wne_p8,RPY_3YR_RT_SUPP,LO_INC_RPY_3YR_RT_SUPP,MD_INC_RPY_3YR_RT_SUPP,HI_INC_RPY_3YR_RT_SUPP,NONCOM_RPY_3YR_RT_SUPP,FIRSTGEN_RPY_3YR_RT_SUPP,PCT_LIBERAL_ARTS,PCT_PROFESSIONAL,PCT_RELIGIOUS,COST,PCT_VOCATIONAL
0,1,11,15,10,16,0,0,0,0,0,0,0,0,0,0.62,470.0,580.0,1078.0,0,0.1442,0.0487,0.3589,0.3615,10473.0,11324.0,0.8240000000000001,0.6617,0.6678,0.6239,0.6883,0.5556,0.5082,0.5688,0.0473,0.213467048711,0.21409455843,0.45907005579851995,0.224791859389,0.45018975299999997,17e3,43800.0,24700.0,56800.0,76600.0,0.83127572,0.8213166140000001,0.832409119,0.848172446,0.831029186,0.825551232,0.6791,0.3024,0.0186,29787.0,0.0
0,1,11,15,13,16,0,0,0,0,0,0,0,0,0,0.375,550.0,660.0,1276.0,0,0.2357,0.0119,0.1581,0.4011,22757.0,13126.0,0.8344,0.858,0.75,0.7408,0.8901,0.8889,0.8158,0.4731,0.0605,0.599664991625,0.6437216338880001,0.6969325153370001,0.608482871126,0.359806295,18463.0,56800.0,31300.0,73900.0,101e3,0.9210003309999999,0.8948995359999999,0.93381295,0.953453453,0.871179884,0.9090909090000001,0.733,0.2405,0.0069,29751.0,0.0194
0,1,11,25,12,17,0,0,0,0,0,0,0,0,0,0.4586309999999998,585.05,686.28,1293.4,0,0.43548600000000015,0.08949199999999999,0.11978100000000001,0.14660399999999998,100690.0,11593.0,0.5891,0.9039450000000001,0.7807549999999998,0.8474309999999999,0.8606280000000001,0.6106499999999999,0.7445259999999999,0.5668139999999996,0.5385,0.8267712085025894,0.80870538379132,0.80889925344058,0.7886557895186596,0.213438735,10500.0,130600.0,79e3,162500.0,204100.0,0.9406140448532601,0.9345609736594374,0.9472572687528696,0.9654211862,0.906375018390655,0.9467037711456,0.0,1.0,0.0,36654.0,0.0
0,1,22,15,13,16,0,0,0,0,0,0,0,0,0,0.4444,530.0,650.0,1212.0,0,0.3965,0.0213,0.2481,0.1763,10571.0,13048.0,0.8340000000000001,0.807,0.7321,0.7573,0.8347,0.8333,0.7838,0.43799999999999994,0.0222,0.5409130060289999,0.598555211558,0.663218390805,0.581736189402,0.41145187,15e3,50300.0,27500.0,65e3,87300.0,0.8960104640000001,0.847436689,0.9032258059999999,0.9408284020000001,0.844060701,0.8827893179999999,0.8266000000000001,0.1489,0.0243,31913.0,0.0
0,1,13,15,13,16,0,0,0,0,0,0,0,0,0,0.5991,470.0,610.0,1087.0,0,0.368,0.0201,0.3019,0.2047,8338.0,12110.0,0.7098,0.7267,0.6604,0.6775,0.7551,0.8333,0.6207,0.5586,0.0447,0.47233606557400004,0.555555555556,0.623229461756,0.50730994152,0.417079453,16500.0,42200.0,21300.0,55400.0,78700.0,0.895321789,0.863023952,0.912836767,0.9144,0.869875223,0.888671875,0.7205,0.2643,0.0151,33208.0,0.0
0,2,13,26,5,9,0,0,0,0,0,0,0,0,0,0.6930930000000002,456.79,573.82,1060.25,0,0.7,0.05,0.05,0.0,13400.0,6887.0,0.7353,0.4774380000000003,0.3518319999999999,0.42200600000000016,0.5286,0.3776480000000001,0.4751080000000001,0.6809169999999999,0.8,0.5469114945639802,0.5566892354835503,0.5812574500119698,0.5510484852965001,0.39112827735000005,15445.32,48069.0,27640.0,63833.0,85357.0,0.7961243121500003,0.7294608173945201,0.82344568574485,0.8778780131799998,0.7197057919607102,0.7728569019883103,0.16181800000000002,0.7805870000000001,0.010205999999999955,26826.97,0.010181999999999998
0,2,11,24,5,6,0,0,0,0,0,0,0,0,0,0.8333,550.0,551.0,890.0,0,0.2333,0.2,0.2333,0.0,3031.0,1185.0,0.5,0.25,1.0,0.3333,0.405533,0.25947299999999995,0.0,0.5429,0.5,0.3245287563117099,0.4284484145314598,0.4777442907479999,0.3807359586593602,0.634615385,7073.0,26900.0,13757.0,38688.0,55607.0,0.6142257302999999,0.5569947418366702,0.6647819014840799,0.7379408417848502,0.5522778771394701,0.6147073447459,0.0,0.0,1.0,17109.0,0.0
0,2,21,30,12,11,0,0,0,0,0,0,0,0,0,0.2992,516.57,635.78,1157.16,0,0.4377,0.0628,0.1125,0.1104,22046.0,6290.0,0.5825,0.5746,0.5556,0.6875,0.6364,0.5,0.5714,0.6211,0.1035,0.846846846847,0.703125,0.815384615385,0.62,0.18836565100000002,27e3,42200.0,12600.0,55400.0,92200.0,0.7958115179999999,0.741721854,0.75,0.895522388,0.731092437,0.77027027,0.0,1.0,0.0,56435.0,0.0
0,1,12,22,10,8,0,0,0,0,0,0,0,0,0,0.748,470.0,580.0,1080.0,0,0.5785,0.0239,0.1561,0.0824,13827.0,8259.0,0.6629,0.5871,0.75,0.5333,0.6364,0.5,0.5,0.6043,0.1847,0.49019607843099994,0.564102564103,0.591836734694,0.54036798509648,0.24415584399999998,21500.0,77100.0,42500.0,104300.0,127200.0,0.9075342470000001,0.844660194,0.895522388,0.967213115,0.820895522,0.8840579709999999,0.1609,0.2528,0.0,22223.0,0.5861999999999999
0,2,11,31,11,18,0,0,0,0,0,0,0,0,0,0.6982110000000001,490.75,600.71,1125.26,0,0.39296400000000004,0.09385300000000005,0.14668800000000004,0.13491700000000006,13921.0,12654.0,0.42200000000000004,0.6300230000000002,0.4691790000000002,0.5476510000000001,0.6348369999999997,0.5066860000000002,0.5351809999999999,0.5197500000000002,0.28946299999999997,0.5882717907147202,0.6083791610476004,0.6643193051443201,0.6144436322781202,0.297297297,15294.91,86300.0,46900.0,106900.0,145900.0,0.8482787733500001,0.7906528521600003,0.8557744581446997,0.9116936033100003,0.7756316314253202,0.8392626403499998,0.29647599999999985,0.6242890000000002,0.012460999999999986,37132.66,0.016293
0,2,12,18,13,13,0,0,0,0,0,0,0,0,0,0.4471,550.0,640.0,1208.0,0,0.5978,0.0162,0.1433,0.0981,13977.0,11095.0,1.0,0.7609999999999999,0.6957,0.7647,0.8493,0.5,0.72,0.6536,0.0303,0.499393939394,0.491655969191,0.5999293241586698,0.507142857143,0.17666126399999998,19e3,49800.0,29200.0,64400.0,83700.0,0.870821014,0.832789027,0.870333988,0.916163142,0.846215139,0.854925776,0.44830000000000003,0.5445,0.0069,57020.0,0.0
0,2,12,18,11,11,0,0,0,0,0,0,0,0,0,0.9119,453.0,550.0,1020.0,0,0.49370000000000003,0.0324,0.1827,0.06,5628.0,7044.0,0.3442,0.6256,0.4545,0.6389,0.3636,0.5,1.0,0.6231,0.1528,0.357798165138,0.315436241611,0.365671641791,0.31914893617,0.324263039,18112.0,41500.0,19700.0,57100.0,73800.0,0.895921238,0.856353591,0.871900826,0.9403508770000001,0.863265306,0.8711340209999999,0.5137,0.4635,0.0228,41233.0,0.0
0,2,21,21,9,8,0,0,0,0,0,0,0,0,0,0.49200000000000005,440.0,570.0,986.0,0,0.3735,0.1541,0.1541,0.0169,4972.0,5271.0,0.2844,0.4125,0.1429,0.4444,0.2,0.6667,0.0,0.8793,0.4126,0.48148148148100006,0.444444444444,0.5108281775843,0.5,0.401923077,11806.0,34600.0,16300.0,47100.0,66600.0,0.840466926,0.795180723,0.854166667,0.871794872,0.75,0.839506173,0.5437,0.21059999999999998,0.114,37696.0,0.1316
0,2,12,24,11,18,0,0,0,0,0,0,0,0,0,0.6640539999999998,476.52,596.64,1099.96,0,0.536867,0.074906,0.1472910000000001,0.06943699999999998,24483.0,6270.0,0.3889,0.6496410000000005,0.49072000000000005,0.5368740000000001,0.6795469999999998,0.45805000000000023,0.6686529999999999,0.48962599999999995,0.38911699999999994,0.4885299657641399,0.5480680614183,0.6054398505042099,0.5316522316122897,0.3139641059200001,15752.805,47074.0,24943.0,62909.0,84188.0,0.8058972258800006,0.7436422025533304,0.8198613712900003,0.8851753502481802,0.72713088254,0.7886327674575503,0.24815500000000001,0.23326999999999998,0.282068,32069.93,0.006863999999999999
0,2,21,16,8,18,0,0,0,0,0,0,0,0,0,0.6227679999999998,476.28,600.27,1101.96,0,0.34972300000000006,0.09599199999999997,0.211732,0.15725,27352.0,13536.0,0.8626,0.4977850000000001,0.40347799999999995,0.4587229999999999,0.5715599999999997,0.420392,0.5853430000000001,0.5086580000000002,0.3663065000000001,0.48401843423557017,0.5176075869660601,0.52885762965524,0.5078511471933301,0.487804878,15698.81,58800.0,29844.0,73203.0,99227.0,0.7939096089800002,0.7436516328533301,0.82020316204,0.8593258961599999,0.71790585298,0.7848166943275503,0.4444940000000001,0.46050799999999986,0.029946999999999998,33074.03,0.029516
0,2,21,21,12,11,0,0,0,0,0,0,0,0,0,0.1173,650.0,740.0,1397.0,0,0.4386,0.0397,0.1121,0.1083,26268.0,9388.0,0.9195,0.9254,0.7692,0.8519,0.9643,1.0,1.0,0.0862,0.003,0.59328773585235,0.484848484848,0.833333333333,0.6463481366504599,0.12056737599999999,12086.0,70800.0,34e3,91200.0,139500.0,0.984251969,0.914285714286,0.96969697,0.98630137,0.894736842105,0.9405741213920698,0.8235,0.1421,0.0242,60065.0,0.0104
0,3,12,22,5,7,0,0,0,0,0,0,0,0,0,0.7784,470.0,560.0,1069.0,0,0.4245,0.035,0.1466,0.1182,14120.0,7785.0,1.0,0.3125,0.0,0.5,0.5,0.0,0.0,0.6292,0.2056,0.38461538461499994,0.5,0.52641660855177,0.4398758299222701,0.34507042299999996,11931.0,59700.0,24400.0,78800.0,94500.0,0.876923077,0.7272727272730001,0.911764705882,0.9021039978000002,0.774193548,0.8340712663983101,0.0,1.4187000000000003,0.0,32243.0,0.0
0,2,21,25,12,17,0,0,0,0,0,0,0,0,0,0.535214,550.61,651.78,1221.22,0,0.4664030000000001,0.083339,0.13877900000000004,0.13545599999999994,27855.0,9559.0,0.8608,0.89792400000000006,0.7395859999999999,0.7439950000000001,0.7786890000000001,0.607754,0.673111,0.5814750000000002,0.8009999999999999,0.7866085271795002,0.7894046499877001,0.7653221090219998,0.78291081365383,0.264044944,3500.0,130400.0,74500.0,163400.0,228200.0,0.9313428090339606,0.9257427152276505,0.9514845261914603,0.9653862769800005,0.8963377657404052,0.9384237381645201,0.0,1.0,0.0,45113.8,0.0
0,2,11,30,9,6,0,0,0,0,0,0,0,0,0,0.5479999999999999,432.41,545.4,1001.17,0,0.4745,0.1847,0.1847,0.0637,3407.0,4167.0,0.038,0.4912,0.375,0.625,0.2857,0.257767,1.0,0.7604,0.207,0.23214285714299998,0.457142857143,0.5534088239944699,0.3748438522173999,0.43181818200000005,23166.0,35200.0,17177.0,46496.0,63807.0,0.691428571,0.6,0.745454545,0.7777777779999999,0.630434783,0.6,0.0,1.0,0.0,30642.0,0.0
0,3,11,30,11,6,0,0,0,0,0,0,0,0,0,0.8333,455.38,573.43,1040.69,0,0.6685,0.0442,0.1326,0.0608,3227.0,5e3,0.0476,0.6667,0.506808,1.0,0.666687,0.33612100000000006,1.0,0.7402,0.4254,0.418604651163,0.46666666666699996,0.538461538462,0.46428571428599996,0.37209302299999997,22509.0,33400.0,14600.0,45700.0,62700.0,0.809045226,0.818181818,0.803030303,0.806451613,0.75,0.764705882,0.0,1.0,0.0,29477.0,0.0
0,2,13,19,10,10,0,0,0,0,0,0,0,0,0,0.7752,480.0,570.0,1057.0,0,0.32799999999999996,0.0421,0.2253,0.1698,14357.0,8770.0,0.2969,0.5387,0.4815,0.4783,0.6935,0.2,0.5,0.8516,0.2127,0.5169491525419999,0.6116504854370001,0.603174603175,0.5,0.34767642,25222.0,54600.0,28400.0,70800.0,110200.0,0.869636964,0.836633663,0.855140187,0.921052632,0.8151815179999999,0.857142857,0.4435,0.5518000000000001,0.0048,56165.0,0.0
0,2,12,24,6,6,0,0,0,0,0,0,0,0,0,0.8850449999999997,427.57,575.07,999.18,0,0.0,0.0,0.0,0.0,15214.0,2739.0,1.0,0.7,0.568142,0.6706050000000002,0.7208249999999999,0.3611559999999999,0.7418680000000001,0.0,0.9,0.42120311297905,0.4973631799036699,0.5471193746627698,0.44909936650648996,0.40762626693999976,8871.045,27437.0,13292.0,39199.0,55305.0,0.7252712112000002,0.65074292462,0.7620410272204101,0.8346246210518204,0.6685175012607101,0.7057137361699999,0.0,0.0,1.0,21154.5,0.0
0,3,13,26,5,6,0,0,0,0,0,0,0,0,0,1.0,461.69,578.9,1061.86,0,0.41608700000000015,0.106404,0.11842199999999993,0.1838346666666668,5691.0,2261.0,0.0278,0.5419680000000003,0.3775030000000001,0.5184510000000001,0.639465,0.4106490000000001,0.510926,0.4414769999999998,1.0,0.5931100007415104,0.58534755883967,0.6180613123952697,0.6020947980823901,0.25,7800.0,55442.0,27252.0,72630.0,96294.0,0.7985179922803799,0.7681910425391797,0.8312304022021602,0.8849321450499997,0.7360324675352997,0.7872199227349803,0.0,1.0,0.0,27578.78,0.0
0,2,13,17,11,18,0,0,0,0,0,0,0,0,0,0.6802399999999998,465.98,582.96,1062.32,0,0.5201029999999999,0.13296800000000009,0.12002600000000008,0.054044000000000016,13589.0,6026.0,0.4371,0.48921400000000004,0.3929269999999999,0.4362360000000001,0.5191129999999999,0.37213600000000013,0.512597,0.6202640000000001,0.34157499999999996,0.4463003848311,0.49570310572150006,0.5385168727584498,0.48077331190493994,0.37774440363999995,17402.335,43646.0,23673.0,57176.0,79304.0,0.7856633044900002,0.7232876832100001,0.8079913260100002,0.8556609353100001,0.7066436041300002,0.7757191974500002,0.4593779999999999,0.457516,0.04306399999999999,34638.25,0.011771000000000005
0,3,22,26,5,18,0,0,0,0,0,0,0,0,0,0.7395460000000001,464.78,582.25,1045.73,0,0.3623790000000001,0.10508399999999998,0.13675099999999996,0.11273300000000001,2689.0,4390.0,0.008,0.5113970000000001,0.39535600000000004,0.435452,0.5459459999999999,0.38571200000000005,0.559205,0.517235,0.7459609999999998,0.5308041854379103,0.5266941822097702,0.54414686091467,0.5400445541651401,0.4279272964099998,13103.105,52965.0,28330.0,69773.0,92636.0,0.7609729776200002,0.70802629443742,0.7918797403700001,0.8496917313548498,0.7013579944382602,0.74861093183667,0.139911,0.763418,0.014005999999999947,28907.76,0.025196
0,2,11,19,9,10,0,0,0,0,0,0,0,0,0,0.7844,440.0,550.0,979.0,0,0.3842,0.0525,0.4058,0.0405,5520.0,6562.0,0.8403,0.5412,0.3333,0.5357,0.3,0.3333,0.625,0.6928,0.4482,0.480916030534,0.576576576577,0.5935449743344702,0.6017699115039999,0.49397590399999997,16802.0,38800.0,19300.0,50900.0,69800.0,0.807924203,0.739130435,0.8468677490000001,0.8811475409999999,0.784577723,0.77124183,0.6046999999999999,0.37020000000000003,0.0277,33973.0,0.0
0,2,12,24,11,18,0,0,0,0,0,0,0,0,0,0.7373530000000003,473.48,590.51,1087.02,0,0.4692939999999999,0.09965700000000004,0.152678,0.081022,7185.0,7127.0,0.9101,0.6328480000000002,0.5648220000000002,0.5635370000000001,0.6459189999999999,0.46347200000000016,0.628211,0.5004050000000002,0.9619,0.4592181060419701,0.5326658924367201,0.5773892917304098,0.49406742572187995,0.34863681712,14176.885,45306.0,24228.0,60933.0,84079.0,0.7971513737400001,0.7362529001211798,0.8173926347245503,0.86933049487,0.7191383395399998,0.7815788727775501,0.14404699999999998,0.13324599999999998,0.26619100000000007,28271.0,0.004444999999999999
0,2,11,18,5,9,0,0,0,0,0,0,0,0,0,0.875,446.36,559.32,1032.27,0,0.2851,0.1043,0.1723,0.1851,8484.0,10541.0,1.0,0.0,0.0,0.28288399999999997,0.0,0.3551399999999999,0.0,0.5912,0.8779,0.5714285714289999,0.241935483871,0.4907619804597999,0.596774193548,0.5085470089999999,21572.0,7e4,40600.0,86900.0,112e3,0.8311688309999999,0.788235294,0.871287129,0.8222222220000001,0.8032786890000001,0.850574713,0.0,1.0,0.0,17160.0,0.0
0,2,12,24,11,18,0,0,0,0,0,0,0,0,0,0.7682939999999999,465.16,586.85,1089.85,0,0.48779500000000003,0.10569,0.14185899999999999,0.08274899999999999,4270.0,7045.0,0.4545,0.6509800000000001,0.5944790000000001,0.6044400000000002,0.6893579999999997,0.411387,0.7029939999999999,0.4649260000000001,0.7617259999999999,0.4780439994993098,0.5469459281054704,0.5832068046470098,0.50797649879649,0.3647789484899999,13851.43,44585.0,24096.0,61810.0,83476.0,0.7894645952700001,0.7393142420402201,0.8210194004199998,0.8649441186799998,0.7223324698299999,0.7855383613432904,0.0,0.0,1.0,27292.59,0.0
0,2,21,21,12,8,0,0,0,0,0,0,0,0,0,0.1817,680.0,760.0,1483.0,0,0.4745,0.0125,0.0909,0.2217,27810.0,12450.0,0.8962,0.9082,1.0,0.9286,0.9474,0.5,1.0,0.4413,0.0025,0.5648361553656104,0.666666666667,0.785714285714,0.6488726566778099,0.118644068,25e3,76300.0,35400.0,95700.0,131200.0,1.0,0.9429968679020273,1.0,1.0,1.0,0.9527635506254704,0.4444,0.5556,0.0,60613.0,0.0
0,2,11,19,6,7,0,0,0,0,0,0,0,0,0,0.5668,410.0,500.0,910.0,0,0.1838,0.2138,0.2775,0.1725,7958.0,7717.0,0.2392,0.3548,0.4,0.6111,0.2857,1.0,0.2222,0.8124,0.3345,0.23728813559300002,0.23728813559300002,0.40659931603573995,0.28336257287452005,0.450672646,21500.0,52900.0,30500.0,63400.0,101700.0,0.697860963,0.7120000000000001,0.694444444,0.682692308,0.704142012,0.709677419,0.54989999999999994,0.4357,0.0071,46994.0,0.0071
0,3,41,17,8,18,0,0,0,0,0,0,0,0,0,0.6819189999999997,473.55,584.74,1070.56,0,0.4939569999999999,0.14364100000000005,0.13402400000000003,0.06726500000000002,8743.0,8539.0,0.2615,0.48024100000000014,0.376499,0.42374700000000004,0.5210029999999999,0.32920199999999994,0.48914700000000005,0.5922720000000001,0.38973599999999997,0.45087593765548006,0.4971318275867801,0.5255547215524498,0.48897227297716,0.37980846049000017,16680.475,47046.0,26124.0,61976.0,83830.0,0.7743301352199998,0.7093785459699999,0.79922146361882,0.8522982163899998,0.7026781354100001,0.7654784424400003,0.3331370000000001,0.6259219999999999,0.020170999999999998,33400.24,0.013482999999999998
0,1,33,19,11,12,0,0,0,0,0,0,0,0,0,0.8018,450.0,580.0,1008.0,0,0.5021,0.036000000000000004,0.2657,0.0329,8294.0,8148.0,0.5414,0.4004,0.4,0.3525,0.4167,0.24,0.0,0.605,0.1788,0.400665926748,0.408854166667,0.4551090984596098,0.40606060606100003,0.436389996,15e3,34200.0,16100.0,47200.0,64300.0,0.779337232,0.740875912,0.8268933540000001,0.8164794009999999,0.71253406,0.751552795,0.7523,0.2366,0.0113,23113.0,0.0
0,2,11,22,6,7,0,0,0,0,0,0,0,0,0,0.6370469999999997,381.71,491.76,872.39,0,0.2602,0.1427,0.4491,0.07400000000000001,3488.0,8986.0,0.275,0.9309999999999999,1.0,1.0,0.8333,1.0,1.0,0.922,0.6394,0.25,0.33912293160868,0.49672903252724027,0.235849056604,0.6053333329999999,22326.0,28100.0,10900.0,39900.0,57100.0,0.494525547,0.455470738,0.587628866,0.534883721,0.46153846200000004,0.495934959,0.4787,0.6494,0.0,21029.0,0.0
0,2,21,19,5,6,0,0,0,0,0,0,0,0,0,0.7052689999999999,427.92,534.99,954.53,0,0.4649,0.155,0.059000000000000004,0.0923,9192.0,6020.0,0.2083,0.0,0.22124200000000005,0.26557700000000006,0.28105500000000005,0.24760599999999997,0.432698,0.8618,0.8208,0.5714285714289999,0.620689655172,0.5542756974182101,0.44,0.535433071,21998.0,54200.0,26946.0,67136.0,93737.0,0.612903226,0.589041096,0.62745098,0.7434975870445503,0.628099174,0.576271186,0.4245,0.5755,0.0,30867.79,0.0
0,2,11,21,11,8,0,0,0,0,0,0,0,0,0,0.59,490.0,520.0,1007.0,0,0.36700000000000005,0.0183,0.0367,0.0,14790.0,6231.0,1.0,0.8125,0.6025929999999999,1.0,0.656334,0.4706169999999999,0.1667,0.35,0.1696,0.47411573237526006,0.5756941757084697,0.6231429966093398,0.5426462893962799,0.30399280200999984,15500.0,40424.0,23583.0,52223.0,71106.0,0.911111111,0.8427481463100003,0.8985834579733298,0.9350555086481799,0.8278661257500004,0.8777618588399997,0.6388,0.2778,0.0833,46466.0,0.0
0,2,21,24,9,8,0,0,0,0,0,0,0,0,0,0.7482,410.0,520.0,930.0,0,0.6105,0.0358,0.2379,0.0547,3393.0,6394.0,0.1875,0.5111,0.0,0.4,0.0,0.32179100000000005,0.0,0.5427,0.2045,0.31147540983600003,0.407407407407,0.47456009928775017,0.4,0.35080645200000005,13e3,28100.0,14300.0,39e3,56200.0,0.789699571,0.7419354840000001,0.852272727,0.78,0.682170543,0.819444444,0.2414,0.0,0.7586,24492.0,0.0
0,3,11,30,6,6,0,0,0,0,0,0,0,0,0,0.6244,445.45,548.73,1003.3,0,0.0214,0.0075,0.3317,0.008,3397.0,5638.0,0.2391,0.4254,0.5714,0.6667,0.6667,0.0,0.0,0.6776,0.465,0.269230769231,0.261950286807,0.6875,0.23595505618,0.494476555,9500.0,41400.0,21900.0,55500.0,75800.0,0.37039324700000004,0.299601711,0.486633439,0.6823855759999999,0.35861917299999996,0.35621567600000004,0.0382,0.9618,0.0,30521.0,0.0
0,2,21,17,7,13,0,0,0,0,0,0,0,0,0,0.3895,460.0,550.0,1035.0,0,0.2607,0.0626,0.4836,0.054000000000000006,7629.0,8605.0,0.3026,0.5928,0.6111,0.5526,0.6364,0.6667,0.0,0.6816,0.4528,0.42322097378300005,0.458797327394,0.5081903511666301,0.422594142259,0.494736842,22218.0,47900.0,27500.0,62100.0,81300.0,0.809102402,0.7734138970000001,0.82387022,0.851703407,0.792618629,0.810240964,0.4214,0.5055,0.0028,45305.0,0.0704
0,2,41,30,11,13,0,0,0,0,0,0,0,0,0,0.4327,467.57,584.32,1043.48,0,0.4728,0.0175,0.1576,0.177,10964.0,7782.0,1.0,0.6333,0.25,0.5,1.0,0.0,0.75,0.7177,0.1946,0.521739130435,0.4,0.5666666666669999,0.4860555517488001,0.27317073199999997,22750.0,36300.0,18668.0,50695.0,71460.0,0.82,0.690909091,0.925,0.87037037,0.727272727,0.783783784,0.0,1.0,0.0,39713.0,0.0
0,2,12,26,5,18,0,0,0,0,0,0,0,0,0,0.6874060000000002,466.26,584.19,1073.35,0,0.44641200000000003,0.08822800000000004,0.12529,0.10682399999999997,10453.0,5416.0,0.4068,0.46011800000000025,0.32038700000000003,0.4440430000000002,0.5537289999999999,0.4234069999999999,0.5445266666666666,0.5581639999999999,0.6263899999999999,0.5453380992155803,0.5400112699123102,0.56949603304936,0.5604439412079499,0.333333333,10500.0,54576.0,28408.0,67897.0,91799.0,0.7957417753199999,0.7366978632400002,0.8199719171099998,0.87264998022,0.72016328870826,0.7730306870800004,0.268789,0.5912889999999998,0.027569999999999997,31267.31,0.016002000000000002
0,2,21,24,5,6,0,0,0,0,0,0,0,0,0,0.75,413.01,541.85,982.78,0,0.4706,0.2353,0.1029,0.1324,4980.0,3463.0,0.2963,0.0,0.0,0.0,0.0,0.23383899999999996,1.0,0.8642,0.8551,0.36242804857587013,0.44057256193207983,0.48863745788205004,0.4116006267578799,0.457142857,15850.0,41410.0,21607.0,54408.0,77029.0,0.6956390452300001,0.6311156350700001,0.7317275507433402,0.7996381976481836,0.6550762698373,0.6907506024100001,0.0,0.0,1.0,29646.0,0.0
0,2,11,19,9,10,0,0,0,0,0,0,0,0,0,0.4677,400.0,510.0,926.0,0,0.1607,0.0714,0.4204,0.1553,10375.0,7230.0,0.8898,0.4918,0.4375,0.3861,0.6286,0.0,0.62,0.6943,0.1102,0.262195121951,0.27380952380999996,0.39738167223880994,0.242990654206,0.38367729799999994,14500.0,45e3,21800.0,58300.0,87200.0,0.779005525,0.7142857140000001,0.782101167,0.8636363640000001,0.7664,0.73255814,0.4495,0.5366,0.0348,39842.0,0.0
0,2,21,25,12,14,0,0,0,0,0,0,0,0,0,0.5353649999999999,538.64,648.1,1227.67,0,0.3579,0.0354,0.2897,0.2389,23928.0,7250.0,0.8911,0.9035650000000003,0.7074700000000003,0.8121760000000002,0.7767870000000001,0.6653,0.6812229999999999,0.6732,0.5,0.819875776398,0.796875,0.7535905082553995,0.7837837837839999,0.343257443,2e4,84400.0,54500.0,100600.0,141400.0,0.94218134,0.929447853,0.947368421,0.9598214290000001,0.916666667,0.948356808,0.0043,0.9957,0.0,43945.65,0.0
0,2,21,26,6,6,0,0,0,0,0,0,0,0,0,0.7017830000000003,434.37,553.26,1006.16,0,0.0,0.0,0.0,0.0,10158.0,5620.0,0.4188,0.49031500000000006,0.37822299999999986,0.40563300000000013,0.5231509999999999,0.3920159999999999,0.511177,0.0,0.6337,0.49109168191312014,0.5187274001599199,0.5489186093431101,0.4774925902355799,0.406593407,7500.0,33653.0,15365.0,43430.0,62006.0,0.6333333329999999,0.627906977,0.5625,0.7495686824282198,0.639534884,0.6,0.0,0.0,0.0,23996.14,0.0
0,2,21,22,10,11,0,0,0,0,0,0,0,0,0,0.6137,490.0,620.0,1104.0,0,0.6313,0.0378,0.1106,0.0621,7582.0,7063.0,0.2926,0.5362,0.6667,0.5625,0.5,0.3333,0.3333,0.5335,0.1646,0.444444444444,0.529411764706,0.5606060606059999,0.47939047721243006,0.236323851,15750.0,42500.0,18500.0,6e4,81400.0,0.9336099590000001,0.8688524590000001,0.9375,0.97972973,0.9004524890000001,0.918181818,0.46740000000000004,0.2146,0.2989,40815.0,0.0192
0,3,11,30,6,6,0,0,0,0,0,0,0,0,0,0.6244,460.0,550.0,1030.0,0,0.1219,0.0422,0.3021,0.0621,4958.0,5719.0,0.1871,0.3604,0.2857,0.5,0.8333,0.0,0.3333,0.8111,0.3113,0.269230769231,0.261950286807,0.5735802821825897,0.23595505618,0.494476555,9500.0,41400.0,21900.0,55500.0,75800.0,0.37039324700000004,0.299601711,0.486633439,0.6823855759999999,0.35861917299999996,0.35621567600000004,0.0323,0.9676,0.0,33206.0,0.0
0,2,11,18,12,14,0,0,0,0,0,0,0,0,0,0.5412,540.0,640.0,1202.0,0,0.4894,0.0563,0.221,0.1045,14921.0,10098.0,0.5352,0.7583,0.6154,0.8023,0.7851,0.6667,0.625,0.4747,0.0232,0.744615384615,0.712727272727,0.7575,0.738532110092,0.20997679800000002,20201.5,58e3,30800.0,72600.0,102400.0,0.9191633690000001,0.882051282,0.901303538,0.951923077,0.868376068,0.894329897,0.5264,0.4618,0.011800000000000001,55432.0,0.0
0,2,21,22,9,8,0,0,0,0,0,0,0,0,0,0.3705,432.0,532.0,1001.0,0,0.3585,0.0566,0.2143,0.0714,8329.0,11564.0,0.3563,0.4076,0.3846,0.4211,0.3636,0.0,0.55,0.591,0.0913,0.2,0.319444444444,0.43798519357659993,0.35802469135799997,0.40239043799999996,19125.0,45900.0,25600.0,57300.0,88600.0,0.783333333,0.674418605,0.836363636,0.817307692,0.743961353,0.7699115040000001,0.2086,0.7914,0.0,51649.0,0.0
